Test,ID,Trial_Num,Hand_Prediction,Hand_Latency,Body_Prediction,Body_Latency,FamTrialLength_ms,Fam_Distracter,Fam_Goal,Fam_Hand,Fam_Screen,TestTrialLength_ms,Test_Body,Test_Distracter,Test_Goal,Test_Hand,Test_Screen
Test3,M24,3,No Prediction,NA,No Prediction,NA,9e3,259.6,458.8,420.70000000000005,1437.7,1371.0,NA,79.69999999999999,NA,NA,79.69999999999999
Test3,M24,4,No Prediction,NA,No Prediction,NA,8914.0,452.90000000000003,457.9,NA,910.8000000000001,1200.0,NA,77.39999999999999,NA,NA,77.39999999999999
Test3,M24,5,NA,NA,NA,NA,NA,NA,1260.6999999999998,NA,1400.3000000000002,NA,NA,NA,NA,NA,NA
Test3,M24,6,Distracter,742.0,Distracter,3154.0,9171.0,NA,360.09999999999997,NA,406.5,4029.0,179.29999999999998,277.3,NA,79.69999999999999,456.6
Test3,M24,7,No Prediction,NA,No Prediction,NA,9086.0,199.3,1674.1999999999998,79.69999999999999,2174.7999999999997,3600.0,79.9,79.60000000000001,NA,79.9,159.39999999999998
Test3,M24,8,NA,NA,NA,NA,NA,297.8,438.59999999999997,NA,736.4000000000001,NA,NA,NA,NA,NA,NA
Test3,M28,1,No Prediction,NA,Distracter,857.0,8587.0,578.4,2193.2,1400.0,7822.5,2180.0,1646.5,391.1,NA,892.0,2037.5
Test3,M28,2,No Prediction,NA,Distracter,698.0,8569.0,785.5999999999999,3009.5,1854.2,7607.2,9123.0,658.0,4282.6,2985.5,NA,7926.0
Test3,M28,3,Distracter,1794.0,Distracter,1794.0,8633.0,2472.1000000000004,2253.5,338.0,5516.5,2476.0,1652.8,588.3000000000001,NA,657.8000000000001,2426.2999999999997
Test3,M28,4,No Prediction,NA,No Prediction,NA,8553.0,518.4,1710.5,1657.1,6958.2,1817.0,432.40000000000003,558.5,338.9,NA,1329.9
Test3,M28,5,No Prediction,NA,Goal,1934.0,8651.0,NA,5292.4,757.7,7029.7,3632.0,1773.7,621.7,617.8000000000001,NA,3132.8999999999996
Test3,M28,6,Goal,259.0,Goal,817.0,8570.0,NA,4514.9,1239.5,8235.5,2122.0,697.6999999999999,591.9,398.8,219.20000000000002,1688.3999999999999
Test3,M28,7,No Prediction,NA,Distracter,1016.0,8648.0,NA,2849.7,1315.7,7034.6,2537.0,1408.5,219.29999999999998,211.4,NA,2277.8999999999996
Test3,M28,8,Goal,957.0,Goal,957.0,8569.0,NA,NA,NA,999.3,2218.0,817.4,NA,456.9,159.6,1274.3
Test3,M29,1,No Prediction,NA,Goal,598.0,8597.0,1060.4,1714.6,1104.3,7704.799999999999,2754.0,1437.1000000000001,439.5,757.7,NA,2634.3999999999996
Test3,M29,2,Distracter,259.0,Distracter,2564.0,8581.0,737.7,2651.6000000000004,677.6999999999999,6786.4000000000005,3832.0,2368.7,441.59999999999997,NA,199.3,2810.2
Test3,M29,3,Goal,1774.0,Goal,5104.0,8623.0,638.3,2596.2000000000003,638.0,8169.3,5970.0,5266.0,NA,452.6,1734.6,5718.6
Test3,M29,4,No Prediction,NA,No Prediction,NA,8583.0,1118.8,1774.3,937.1,4886.9,2166.0,NA,695.8,138.8,NA,1691.8999999999999
Test3,M29,5,NA,NA,NA,NA,NA,997.1,NA,390.40000000000003,1387.5,NA,NA,NA,NA,NA,NA
Test3,M29,6,No Prediction,NA,Goal,1256.0,8609.0,378.90000000000003,1416.6000000000001,1654.6000000000001,5888.200000000001,3757.0,1159.8999999999999,1076.8,987.8,NA,3224.6
Test3,M29,7,Goal,1974.0,Goal,4566.0,8611.0,1735.6000000000001,3606.1,243.60000000000002,6083.5999999999995,7243.0,3811.2,737.3,583.9,1455.2,5610.9
Test3,M29,8,No Prediction,NA,No Prediction,NA,8570.0,1318.8999999999999,539.3,NA,2385.1,4688.0,1095.3999999999999,NA,NA,NA,1095.3999999999999
Test3,M30,1,No Prediction,NA,No Prediction,NA,8623.0,NA,NA,NA,579.6,9200.0,198.0,NA,NA,NA,397.3
Test3,M30,6,No Prediction,NA,No Prediction,NA,NA,NA,NA,NA,NA,1874.0,NA,NA,NA,NA,NA
Test3,M30,7,No Prediction,NA,Goal,259.0,8664.0,NA,NA,219.29999999999998,378.7,6649.0,199.5,NA,377.09999999999997,NA,576.6
Test3,M30,8,No Prediction,NA,Goal,3715.0,8564.0,601.3,NA,NA,601.3,4336.0,430.09999999999997,NA,190.8,114.5,700.8
